prompt,model,temperature,top_p,lexical_diversity,query_coverage,flesch_kincaid_grade,repetition_penalty
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.5,0.8,100.0,79.0,6.74,7.28
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.5,1.0,100.0,79.61,7.06,5.56
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.7,0.2,100.0,84.0,6.41,15.52
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.7,0.4,100.0,82.14,5.83,15.38
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.7,0.6,100.0,78.75,6.97,9.75
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.7,0.8,100.0,78.02,6.46,5.15
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.7,1.0,100.0,75.05,7.71,3.17
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.9,0.2,100.0,79.62,6.07,13.9
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.9,0.4,100.0,78.82,6.86,12.14
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.9,0.6,100.0,76.95,7.76,8.98
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.9,0.8,100.0,73.82,7.49,2.87
Who was the first to record the Needles and Pins song?,gemini-2.0-flash-lite,0.9,1.0,100.0,73.35,7.52,1.53
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.1,0.2,56.71,14.64,18.0,21.98
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.1,0.4,60.61,12.12,18.0,16.9
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.1,0.6,61.21,13.47,18.0,15.95
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.1,0.8,63.83,14.92,18.0,10.48
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.1,1.0,66.89,14.52,18.0,9.16
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.3,0.2,59.69,14.85,18.0,19.87
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.3,0.4,62.79,12.36,18.0,15.28
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.3,0.6,65.64,11.35,18.0,10.82
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.3,0.8,67.65,11.64,18.0,11.73
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.3,1.0,69.36,10.4,18.0,5.03
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.5,0.2,64.82,12.78,18.0,14.48
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.5,0.4,66.89,11.6,18.0,14.72
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.5,0.6,68.74,13.68,18.0,8.89
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.5,0.8,71.15,10.27,18.0,9.0
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.5,1.0,73.91,11.07,18.0,2.29
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.7,0.2,67.51,11.09,18.0,16.07
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.7,0.4,70.63,12.5,18.0,10.46
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.7,0.6,71.71,12.19,18.0,6.96
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.7,0.8,73.11,11.1,18.0,3.81
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.7,1.0,75.65,11.58,18.0,1.66
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.9,0.2,71.99,10.97,18.0,13.95
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.9,0.4,74.02,12.07,18.0,12.18
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.9,0.6,75.78,13.32,18.0,8.93
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.9,0.8,79.02,13.07,18.0,5.45
Provide me a list of the different types of harnesses used in rock climbing,gemini-2.0-flash-lite,0.9,1.0,78.58,10.98,18.0,2.97
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.1,0.2,69.36,18.75,13.8,20.99
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.1,0.4,73.3,16.89,14.06,18.45
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.1,0.6,77.73,15.84,13.5,14.95
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.1,0.8,76.77,18.9,14.57,14.19
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.1,1.0,80.44,16.51,14.43,9.03
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.3,0.2,73.03,16.64,13.81,20.34
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.3,0.4,76.71,17.53,14.0,12.64
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.3,0.6,80.7,16.54,14.63,13.3
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.3,0.8,80.56,15.54,14.3,8.63
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.3,1.0,85.62,18.17,15.01,7.47
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.5,0.2,79.06,17.68,14.83,17.22
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.5,0.4,80.96,17.97,14.4,15.46
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.5,0.6,85.44,15.7,14.92,9.89
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.5,0.8,86.73,15.0,15.02,9.8
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.5,1.0,90.63,15.25,15.51,3.68
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.7,0.2,81.4,18.44,14.8,17.45
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.7,0.4,86.04,15.73,14.91,14.59
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.7,0.6,89.25,16.66,14.72,6.59
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.7,0.8,90.39,15.49,14.78,6.11
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.7,1.0,95.02,14.03,15.0,1.07
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.9,0.2,88.56,16.95,15.44,13.46
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.9,0.4,88.0,15.43,15.09,8.94
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.9,0.6,94.08,16.1,15.26,9.45
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.9,0.8,93.45,16.32,15.77,7.43
Think of some family rules to promote a healthy family relationship,gemini-2.0-flash-lite,0.9,1.0,98.07,13.03,15.8,1.56
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.1,0.2,86.35,0.09,3.98,22.79
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.1,0.4,89.25,0.38,4.36,17.0
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.1,0.6,89.68,0.08,5.32,13.07
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.1,0.8,94.81,0.0,5.89,10.13
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.1,1.0,96.27,0.0,5.5,7.85
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.3,0.2,88.97,0.0,4.78,15.69
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.3,0.4,93.99,0.06,4.99,14.7
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.3,0.6,95.77,0.0,5.88,11.3
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.3,0.8,98.48,0.0,6.07,8.63
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.3,1.0,100.0,0.0,6.2,7.65
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.5,0.2,93.92,0.0,5.47,15.07
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.5,0.4,98.88,0.37,6.25,15.2
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.5,0.6,100.0,0.0,6.53,12.28
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.5,0.8,100.0,0.13,7.02,9.53
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.5,1.0,100.0,0.0,7.14,7.52
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.7,0.2,100.0,0.0,6.29,16.66
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.7,0.4,100.0,0.0,6.04,14.57
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.7,0.6,100.0,1.65,6.55,10.6
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.7,0.8,100.0,1.16,7.46,6.12
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.7,1.0,100.0,0.0,7.14,3.17
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.9,0.2,100.0,1.07,6.73,11.56
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.9,0.4,100.0,1.27,7.27,9.76
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.9,0.6,100.0,1.17,7.27,7.2
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.9,0.8,100.0,0.48,7.61,7.64
"In the series A Song of Ice and Fire, who is the founder of House Karstark?",gemini-2.0-flash-lite,0.9,1.0,100.0,0.0,8.26,2.35
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.1,0.2,47.08,55.24,9.65,20.47
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.1,0.4,46.5,55.15,8.9,19.79
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.1,0.6,49.46,53.45,9.62,13.98
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.1,0.8,51.0,53.79,9.22,13.94
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.1,1.0,50.67,49.93,10.08,9.83
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.3,0.2,48.14,53.48,9.7,16.14
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.3,0.4,51.51,54.05,10.09,16.42
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.3,0.6,49.85,50.09,9.28,12.79
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.3,0.8,53.02,50.81,9.44,10.69
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.3,1.0,54.34,49.78,10.4,5.43
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.5,0.2,53.09,51.24,10.28,16.07
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.5,0.4,51.28,48.53,10.38,13.43
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.5,0.6,53.05,48.68,9.74,11.29
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.5,0.8,54.36,49.31,10.38,7.16
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.5,1.0,59.2,48.96,9.78,6.51
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.7,0.2,53.58,48.77,9.76,14.69
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.7,0.4,55.79,49.15,9.97,10.53
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.7,0.6,56.76,49.2,10.5,7.33
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.7,0.8,60.82,47.18,9.76,3.83
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.7,1.0,58.51,46.39,10.28,4.92
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.9,0.2,58.65,45.84,10.27,13.3
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.9,0.4,58.12,47.66,10.32,10.35
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.9,0.6,58.63,45.54,10.36,7.5
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.9,0.8,60.94,43.24,10.52,5.77
What is enriched air and why would divers dive with enriched air?,gemini-2.0-flash-lite,0.9,1.0,64.52,42.45,10.49,4.77
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.1,0.2,85.68,0.0,18.0,20.61
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.1,0.4,89.32,0.0,18.0,18.34
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.1,0.6,90.07,0.93,18.0,17.1
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.1,0.8,95.62,0.0,18.0,13.54
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.1,1.0,95.85,0.0,18.0,10.96
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.3,0.2,88.81,0.53,18.0,17.47
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.3,0.4,91.71,0.0,18.0,15.41
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.3,0.6,96.55,0.0,18.0,12.13
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.3,0.8,100.0,1.19,18.0,6.81
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.3,1.0,100.0,1.0,18.0,6.98
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.5,0.2,93.75,0.0,18.0,14.31
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.5,0.4,100.0,1.24,18.0,12.72
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.5,0.6,99.83,0.02,18.0,9.67
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.5,0.8,100.0,0.0,18.0,5.09
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.5,1.0,100.0,0.0,18.0,2.91
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.7,0.2,100.0,1.23,18.0,16.6
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.7,0.4,100.0,1.2,18.0,11.46
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.7,0.6,100.0,0.0,18.0,7.32
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.7,0.8,100.0,1.97,18.0,4.83
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.7,1.0,100.0,0.55,18.0,4.81
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.9,0.2,100.0,0.57,18.0,11.5
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.9,0.4,100.0,0.0,18.0,12.28
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.9,0.6,100.0,0.13,18.0,9.03
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.9,0.8,100.0,0.0,18.0,1.87
What film won the 1943 Oscar as best film,gemini-2.0-flash-lite,0.9,1.0,100.0,0.0,18.0,4.57
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.1,0.2,74.01,72.17,5.08,21.02
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.1,0.4,77.68,72.4,5.35,19.35
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.1,0.6,77.76,70.41,4.65,15.13
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.1,0.8,80.56,71.1,5.72,12.61
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.1,1.0,83.92,67.45,5.52,9.34
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.3,0.2,76.29,71.53,5.26,20.59
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.3,0.4,78.19,68.39,4.87,15.28
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.3,0.6,81.59,67.8,5.27,9.74
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.3,0.8,83.65,69.09,6.12,11.61
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.3,1.0,89.65,66.56,6.48,4.32
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.5,0.2,83.28,67.19,5.74,19.4
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.5,0.4,84.69,69.21,6.33,15.17
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.5,0.6,86.01,65.87,6.67,11.83
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.5,0.8,91.26,63.78,6.37,10.42
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.5,1.0,93.22,62.63,6.36,2.44
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.7,0.2,87.25,65.53,5.87,12.76
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.7,0.4,90.53,63.73,6.3,12.35
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.7,0.6,93.0,63.78,6.3,9.35
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.7,0.8,92.43,63.08,6.66,7.26
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.7,1.0,98.07,61.53,6.84,0.84
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.9,0.2,90.71,62.34,6.54,16.18
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.9,0.4,91.59,62.56,7.43,11.79
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.9,0.6,94.63,61.47,7.72,8.25
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.9,0.8,98.2,61.1,7.54,4.42
"which weighs more, cold or hot water?",gemini-2.0-flash-lite,0.9,1.0,100.0,59.13,8.22,2.04
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.1,0.2,83.51,57.32,5.03,20.09
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.1,0.4,88.77,56.24,4.68,18.29
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.1,0.6,91.1,54.03,5.68,11.74
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.1,0.8,94.64,54.34,4.92,10.96
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.1,1.0,98.57,52.09,5.32,5.44
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.3,0.2,90.04,52.26,5.29,20.98
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.3,0.4,94.02,51.94,4.84,16.4
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.3,0.6,97.44,50.06,5.27,13.92
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.3,0.8,99.87,50.46,5.41,9.84
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.3,1.0,100.0,49.64,6.63,6.3
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.5,0.2,97.48,49.65,5.02,18.73
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.5,0.4,96.67,48.97,6.22,15.0
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.5,0.6,100.0,50.21,6.6,8.89
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.5,0.8,100.0,50.2,5.9,5.85
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.5,1.0,100.0,47.38,7.27,2.27
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.7,0.2,100.0,48.02,5.68,12.7
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.7,0.4,100.0,49.67,6.32,10.42
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.7,0.6,100.0,48.77,6.21,9.38
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.7,0.8,100.0,45.38,7.36,5.96
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.7,1.0,100.0,47.43,7.53,2.35
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.9,0.2,100.0,47.8,6.17,15.82
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.9,0.4,100.0,47.56,7.03,9.81
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.9,0.6,100.0,44.06,7.13,8.98
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.9,0.8,100.0,44.25,8.06,2.04
"Given this paragraph, what is the top speed of a Kia Stinger?",gemini-2.0-flash-lite,0.9,1.0,100.0,44.89,8.02,3.47
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.1,0.2,37.85,63.37,10.21,18.28
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.1,0.4,39.54,62.89,11.38,16.7
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.1,0.6,43.81,62.23,11.26,12.44
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.1,0.8,44.54,60.09,11.04,13.83
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.1,1.0,45.82,57.0,10.87,8.2
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.3,0.2,43.92,61.65,11.37,17.69
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.3,0.4,41.53,58.94,10.69,15.78
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.3,0.6,43.29,58.3,11.57,12.84
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.3,0.8,45.18,58.79,11.56,8.26
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.3,1.0,46.48,57.76,11.71,9.41
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.5,0.2,44.34,57.56,11.46,14.26
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.5,0.4,46.42,56.85,11.29,13.01
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.5,0.6,48.46,57.6,10.94,12.44
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.5,0.8,50.33,54.13,11.94,7.91
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.5,1.0,48.49,55.86,11.98,5.56
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.7,0.2,46.08,55.36,11.7,14.35
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.7,0.4,49.28,54.73,11.12,13.83
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.7,0.6,51.04,53.79,11.38,9.23
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.7,0.8,50.9,54.7,11.4,8.97
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.7,1.0,52.18,51.55,11.51,5.14
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.9,0.2,49.63,56.19,11.36,11.56
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.9,0.4,51.26,51.38,11.39,12.91
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.9,0.6,51.73,50.68,11.76,10.12
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.9,0.8,53.7,52.01,12.22,5.47
Write a short paragraph about why you should not have both a pet cat and a pet bird.,gemini-2.0-flash-lite,0.9,1.0,53.36,51.59,12.6,1.34
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.1,0.2,72.68,73.96,11.93,20.75
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.1,0.4,75.1,71.79,11.73,18.62
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.1,0.6,75.23,70.65,11.67,16.55
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.1,0.8,79.11,68.6,11.78,8.23
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.1,1.0,83.17,66.83,11.77,9.81
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.3,0.2,73.55,71.46,11.55,20.39
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.3,0.4,79.2,69.81,11.38,15.95
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.3,0.6,78.46,69.6,12.35,10.4
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.3,0.8,82.1,67.93,11.44,9.48
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.3,1.0,84.63,66.82,12.48,8.08
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.5,0.2,77.68,68.49,12.14,19.25
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.5,0.4,81.7,68.5,11.77,13.79
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.5,0.6,85.11,67.44,11.53,13.36
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.5,0.8,86.41,62.8,12.08,6.62
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.5,1.0,91.36,63.51,12.64,6.73
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.7,0.2,82.07,67.53,12.33,12.73
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.7,0.4,88.03,65.37,12.64,10.07
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.7,0.6,88.21,63.81,12.13,7.45
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.7,0.8,91.48,60.27,12.66,4.63
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.7,1.0,95.67,59.62,12.07,3.27
